Association_Type,From_Concept_Type,From_Concept_ID,From_Concept_Name,To_Concept_Type,To_Concept_ID,To_Concept_Name,Status_of_Marginal,Collection_Method,Link_to_Source,User_ID,User_Name,Date_Published,Prevalence_Population_Size,Prevalence_Number_Of_People,Prevalence_Probability,Incidence_Population_Size,Incidence_Number_Of_People,Incidence_Rate,Risk_Ratio,Odds_Ratio
DISEASE_TO_DISEASE,DISEASE,c258e540-879a-467d-b859-241661480fe7,Secondary hypertension,DISEASE,79343c3b-caaf-4d5c-8ea2-37fcf43ed59d,Transient cerebral ischemia,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,98d08a4c-3fae-49ea-be79-8f75c00fd734,Sophy Jessica Welch,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,aaf480c4-a3c3-4a11-b9c6-6b56f180968a,Pituitary adenoma,DISEASE,1e967642-4b27-4a8b-a549-4417709ab092,Female infertility,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,,,,100000,15000,0.150000000000000,,
DISEASE_TO_DISEASE,DISEASE,c68c33d7-168e-43ee-bb1e-49f6d574bd8e,Polycythaemia vera,DISEASE,7d3b735d-2118-4ce8-b6e9-04c65870eccc,Subdural haemorrhage,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,71ee0e42-9f40-4b76-a183-4b3fb8c7f15c,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,c78e8712-df5e-4e05-baa5-a44fcf991042,Thyrotoxic crisis,DISEASE,35c22e87-385c-4896-9666-e92c8b031e7b,Rapid atrial fibrillation,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,1ae35f98-28f7-4d0f-9be2-e2e47cd82267,Arvinder Sood,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,008e744b-596c-44f8-9239-dd711f5212fc,Chronic Pancreatitis,DISEASE,4852b488-1df9-48b2-91d5-8a38cb1ed25f,Ileus,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,100000,5000,0.050000000000000,100000,2000,0.020000000000000,,
DISEASE_TO_DISEASE,DISEASE,cfcd1bc2-472d-4919-b381-f99394dd6d0e,Secondary syphilis (Male),DISEASE,38db3919-e211-4ebc-820d-3efcaa57772d,Ulcer of mouth,COMPLETED,CLINICAL_JUDGMENT,n/a,25093394-e58a-4d84-8f28-0ddfc531f98e,Grace Fonda,2020-01-07 09:43:09.202862+00:00,,,,100000,34000,0.340000000000000,,
DISEASE_TO_DISEASE,DISEASE,3fe4ba70-27f2-4e1d-8182-9672fac5f11b,Gastritis,DISEASE,b048ae4a-30db-408b-a4dc-adedc1f3020f,Iron deficiency anemia,COMPLETED,CLINICAL_JUDGMENT,n/a,70dbb07b-d26f-471e-bcbc-9ecbed6d2b47,Dr Prashanth Siddamshetty,2020-03-10 12:55:06.308082+00:00,100000,12000,0.120000000000000,100000,15000,0.150000000000000,,
DISEASE_TO_DISEASE,DISEASE,097d08ac-1fda-45d9-9a79-09f439f305de,Type 1 diabetes mellitus,DISEASE,b56f23b9-8528-486d-ae6d-cc6b992722d6,Presbycusis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,655f5b4a-cbe3-4bfd-875d-6dfed19e8f21,Daniel Mullarkey,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,ee1c73c3-a831-487b-bd84-68334e343731,Human immunodeficiency virus infection,DISEASE,f7ac940c-e88b-40e6-9d90-9bf6f7a61712,Pulmonary tuberculosis,COMPLETED,CLINICAL_JUDGMENT,n/a,8a92784d-10ed-4b3a-b898-d2a8db9aad99,Senth Kathirgama Kanthan,2019-12-23 11:20:00.961723+00:00,,,,100000,6000,0.060000000000000,,
DISEASE_TO_DISEASE,DISEASE,22ae7688-7ed2-4e74-ab6b-9b040e7e5cc6,Hepatitis C,DISEASE,30887c5f-f351-4d96-aab3-d70fb1be530b,Acute hepatic failure,NEEDS_REVIEW_PGM,CLINICAL_JUDGMENT,n/a,98d08a4c-3fae-49ea-be79-8f75c00fd734,Sophy Jessica Welch,n/a,100000,20000,0.200000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,e9dc0470-237b-41d5-9518-c714c3d6eab5,Biliary colic,DISEASE,0c64c498-1da3-48fe-a99e-7a34832b5a24,Ascending cholangitis,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,71ee0e42-9f40-4b76-a183-4b3fb8c7f15c,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,aaf480c4-a3c3-4a11-b9c6-6b56f180968a,Pituitary adenoma,DISEASE,9a237818-cbf6-4383-a06d-3d207a999e85,Hypercortisolism,COMPLETED,CLINICAL_JUDGMENT,n/a,8a92784d-10ed-4b3a-b898-d2a8db9aad99,Senth Kathirgama Kanthan,2019-12-23 11:20:00.961723+00:00,,,,100000,5000,0.050000000000000,,
DISEASE_TO_DISEASE,DISEASE,c68c33d7-168e-43ee-bb1e-49f6d574bd8e,Polycythaemia vera,DISEASE,5de08d77-ee18-4655-9d90-d56a160601fa,Vascular insufficiency of intestine,ARCHIVED,none,n/a,d881b373-249f-4251-971b-b5d750596868,Anushree Jagadambe,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,54128dad-91af-449c-a6d5-d6f7eb093ced,Malignant neoplasm of oesophagus,DISEASE,206a0316-719a-4187-963c-82e27c629a26,Anemia of chronic disease,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,dddebc85-a34f-4ee2-896f-6768997651bc,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,609ffae4-813e-4194-b200-a3bfbceb62aa,Chronic ulcerative colitis,DISEASE,b020a3ae-ec7e-460f-991f-7f96f1f96176,Anal fissure,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,8b4c5092-ed33-4ec0-bde1-41ecd476aeee,Ascariasis,DISEASE,0c64c498-1da3-48fe-a99e-7a34832b5a24,Ascending cholangitis,COMPLETED,CLINICAL_JUDGMENT,n/a,d2976f2b-3242-4fd7-892b-be05e3380a9d,Prenav Nair,2020-01-07 09:42:45.654199+00:00,,,,100000,21000,0.210000000000000,,
DISEASE_TO_DISEASE,DISEASE,ffbd5f4e-d64a-49c5-ac12-bc69ed29d5db,Viral upper respiratory tract infection,DISEASE,003eb640-3e58-43c9-9a15-47d92c98120f,Peri-orbital cellulitis,COMPLETED,CLINICAL_JUDGMENT,n/a,1c55853c-8f86-4e6d-8a98-59ca5e2f66c2,Dr Samira Hassan,2020-03-06 16:02:43.952612+00:00,100000,20,0.000200000000000,100000,29,0.000300000000000,,
DISEASE_TO_DISEASE,DISEASE,09546181-fdb1-41c9-997f-ef372ff3fab5,Uncomplicated inguinal hernia,DISEASE,145a393e-6325-4b07-b59d-dc19285abc28,Large bowel obstruction,COMPLETED,CLINICAL_JUDGMENT,n/a,0845d5ad-58d1-42b6-a587-154b4fefff96,Liam Foster,2019-12-23 11:20:00.961723+00:00,,,,100000,5,0.000050000000000,,
DISEASE_TO_DISEASE,DISEASE,f7ac940c-e88b-40e6-9d90-9bf6f7a61712,Pulmonary tuberculosis,DISEASE,206a0316-719a-4187-963c-82e27c629a26,Anemia of chronic disease,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,050d29ad-e2b7-401b-9bb3-169b09800512,Essential hypertension,DISEASE,4a453874-2c71-41f1-9a13-3e25e7b07c6f,Critical lower limb ischemia,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,655f5b4a-cbe3-4bfd-875d-6dfed19e8f21,Daniel Mullarkey,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,cfcd1bc2-472d-4919-b381-f99394dd6d0e,Secondary syphilis (Male),DISEASE,1847ac04-bdda-469a-b155-78a0e4b08211,Scleritis,COMPLETED,CLINICAL_JUDGMENT,n/a,25093394-e58a-4d84-8f28-0ddfc531f98e,Grace Fonda,2020-01-07 09:43:09.202862+00:00,,,,100000,10000,0.100000000000000,,
DISEASE_TO_DISEASE,DISEASE,c68c33d7-168e-43ee-bb1e-49f6d574bd8e,Polycythaemia vera,DISEASE,5de132ef-5d20-49b9-8f59-4a87c71f211e,Subarachnoid haemorrhage,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,609ffae4-813e-4194-b200-a3bfbceb62aa,Chronic ulcerative colitis,DISEASE,5b4c824f-75cf-4ceb-8fe0-1022d6777ab2,Primary sclerosing cholangitis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,https://www.google.co.uk/search?biw=1395&bih=689&ei=UDMNW9u5LaWIgAa_qZ3IAw&q=does+chronic+ulcerative+colitis+increased+risk+of+primary+sclerosing+cholangitis&oq=does+chronic+ulcerative+colitis+increased+risk+of+primary+sclerosing+cholangitis&gs_l=psy-ab.3...3670.7877.0.7964.29.29.0.0.0.0.145.2377.22j7.29.0....0...1c.1.64.psy-ab..0.6.494...33i21k1j33i160k1.0.QVyH_IUArws,108489c0-8dd0-4579-899c-faa378091909,Davinder Sangar,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,6b19c7b2-cee8-4360-80d8-d70f92b565cf,Mumps,DISEASE,676ae98b-2d5d-4345-bdb8-05922fe7e80c,Labyrinthitis,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,c1bb7409-baeb-481d-a06f-88f82dd01838,Hemorrhoids,DISEASE,0f0e6f0b-a6d9-4b3b-a65e-282739673f7d,Anal skin tag,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,8cb0be3c-3fd0-44f8-9111-697536f2fc1b,Dr Misbah Ali,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,ab90d057-90db-46fe-b8da-1ccd2268023e,Asthma,DISEASE,2b7c828b-33fc-43ed-9983-caa36566a324,Chronic sinusitis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,71ee0e42-9f40-4b76-a183-4b3fb8c7f15c,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,5c1f37ea-3ffd-4d0a-b43d-24b7110b1c4b,Secondary syphilis (Female),DISEASE,da903fbb-9d9d-40a2-b17d-7d682ca6270f,Unstable Angina,COMPLETED,CLINICAL_JUDGMENT,n/a,25093394-e58a-4d84-8f28-0ddfc531f98e,Grace Fonda,2020-01-07 09:41:50.630562+00:00,,,,100000,5000,0.050000000000000,,
DISEASE_TO_DISEASE,DISEASE,7e3d5055-cf57-45f4-b8b0-67c1b026adac,Kidney stone,DISEASE,63f2e6d2-0028-451a-9484-ff2a540642b2,Urinary bladder stone,COMPLETED,CLINICAL_JUDGMENT,n/a,7ec78e9d-bff3-4a00-a344-c317ed8a0d15,,2019-12-23 11:20:00.961723+00:00,,,,100000,90000,0.900000000000000,,
DISEASE_TO_DISEASE,DISEASE,a25ce270-2a1a-4fca-a189-a2639be0c412,Immunosuppression,DISEASE,a125f429-5e24-4f88-8f2d-01dd40f44bd4,Primary syphilis (male),COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,918806a3-4acd-438a-9e79-41b5b9518743,Primary hemochromatosis,DISEASE,190bd0f8-a7c6-42a3-9ba8-cd721c8208e4,Malignant neoplasm of liver,ARCHIVED,none,n/a,d881b373-249f-4251-971b-b5d750596868,Anushree Jagadambe,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,04da26bb-06ab-4d50-9950-09c2a0b6cff1,Chronic kidney disease,DISEASE,6b49ad21-f77c-4d9f-8ce0-dca24803824e,Melioidosis,COMPLETED,CLINICAL_JUDGMENT,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1082802/,cd71c41f-55a8-473a-b202-67058c936c16,Muzamil Moussa,2020-01-07 09:42:10.221009+00:00,100000,10000,0.100000000000000,100000,10000,0.100000000000000,,
DISEASE_TO_DISEASE,DISEASE,3fe4ba70-27f2-4e1d-8182-9672fac5f11b,Gastritis,DISEASE,9eaf6b3e-1745-4fa5-9bf1-fac39905c069,Gastroesophageal reflux disease,COMPLETED,CLINICAL_JUDGMENT,n/a,70dbb07b-d26f-471e-bcbc-9ecbed6d2b47,Dr Prashanth Siddamshetty,2020-03-10 12:55:12.856203+00:00,100000,90000,0.900000000000000,100000,90000,0.900000000000000,,
DISEASE_TO_DISEASE,DISEASE,145a393e-6325-4b07-b59d-dc19285abc28,Large bowel obstruction,DISEASE,d2fec1c0-e93c-4bdc-9c26-6190a8cbde86,Perforation of intestine,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,c78e8712-df5e-4e05-baa5-a44fcf991042,Thyrotoxic crisis,DISEASE,877df43d-80a3-4456-b959-da1af376937e,Osteoporosis,COMPLETED,CLINICAL_JUDGMENT,n/a,1c55853c-8f86-4e6d-8a98-59ca5e2f66c2,Dr Samira Hassan,2019-12-23 11:20:00.961723+00:00,100000,4000,0.040000000000000,100000,10000,0.100000000000000,,
DISEASE_TO_DISEASE,DISEASE,f9a3a7a0-7146-4b87-a744-7e18b2443350,Malignant neoplasm of penis,DISEASE,6b49ad21-f77c-4d9f-8ce0-dca24803824e,Melioidosis,COMPLETED,CLINICAL_JUDGMENT,n/a,e5cd9a67-1dd3-4523-95d5-439c14132770,Tivyashniee,2020-01-21 23:17:29.051323+00:00,,,,100000,50,0.000500000000000,,
DISEASE_TO_DISEASE,DISEASE,fc60af58-17aa-4e82-b282-c41f3c3c1cae,Atrial fibrillation and flutter,DISEASE,3d590154-ac88-45aa-b488-3f8a4df0814c,Ischemic stroke,NEEDS_REVIEW_PGM,CLINICAL_JUDGMENT,https://www.ncbi.nlm.nih.gov/pubmed/24655742,af3123b0-0230-4cb9-8aae-aa5a6d5c8cbf,,n/a,100000,4000,0.040000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,a8f23e12-d5d2-4690-8084-3d7fde256590,Acute exacerbation of chronic congestive heart failure,DISEASE,fc60af58-17aa-4e82-b282-c41f3c3c1cae,Atrial fibrillation and flutter,COMPLETED,CLINICAL_JUDGMENT,https://www.ahajournals.org/doi/full/10.1161/CIRCHEARTFAILURE.108.830349,b2f2bfad-bbdd-4ec4-9f0a-debf0814e106,,2020-03-06 15:57:11.408428+00:00,,,,100000,27500,0.275000000000000,,
DISEASE_TO_DISEASE,DISEASE,7987e079-112d-468f-ab8d-5c9e6378e0a5,AIDS,DISEASE,a25ce270-2a1a-4fca-a189-a2639be0c412,Immunosuppression,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,0ae2b137-5df5-4741-8a4d-d3c44abd1008,Osteoarthritis of knee,DISEASE,7e16df35-f177-41bb-927a-57aa4f7f920c,Popliteal cyst,COMPLETED,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,2019-12-23 11:20:00.961723+00:00,,,,100000,30000,0.300000000000000,,
DISEASE_TO_DISEASE,DISEASE,1a9e7649-9295-4dd9-b88a-6c132a13cc43,Type 2 diabetes mellitus,DISEASE,1d964a6c-3a33-4a2b-8c96-54d8096016c7,Mastitis,NEEDS_REVIEW_PGM,SOURCE,http://www.medscape.com/viewarticle/462248_3,af3123b0-0230-4cb9-8aae-aa5a6d5c8cbf,,n/a,100000,500,0.005000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,e8dc4ecb-42d7-4760-8fbe-aec6d7c0c665,Celiac disease,DISEASE,ddefdccd-dffd-4cd9-a94b-38fba480472f,Addison's disease,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,108489c0-8dd0-4579-899c-faa378091909,Davinder Sangar,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,16845d3f-f1bd-4c53-8430-7da316ce3c04,Malignant neoplasm of prostate,DISEASE,6b49ad21-f77c-4d9f-8ce0-dca24803824e,Melioidosis,COMPLETED,SOURCE,n/a,cd71c41f-55a8-473a-b202-67058c936c16,Muzamil Moussa,2020-01-21 23:12:07.486608+00:00,100000,4000,0.040000000000000,100000,4000,0.040000000000000,,
DISEASE_TO_DISEASE,DISEASE,30887c5f-f351-4d96-aab3-d70fb1be530b,Acute hepatic failure,DISEASE,4efd64f8-f9d9-4375-bac7-aa468b228b7e,Hypoglycaemic episode,COMPLETED,CLINICAL_JUDGMENT,n/a,1c55853c-8f86-4e6d-8a98-59ca5e2f66c2,Dr Samira Hassan,2019-12-23 11:20:00.961723+00:00,100000,30000,0.300000000000000,100000,10000,0.100000000000000,,
DISEASE_TO_DISEASE,DISEASE,004669a5-428b-4dd6-867c-8421bbb0ba05,Panic attack,DISEASE,8b16531e-83e9-4968-9e3c-cea70e521268,Phobic disorder,COMPLETED,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,2019-12-23 11:20:00.961723+00:00,,,,100000,30000,0.300000000000000,,
DISEASE_TO_DISEASE,DISEASE,1a9e7649-9295-4dd9-b88a-6c132a13cc43,Type 2 diabetes mellitus,DISEASE,87840381-b3b7-4965-b8f6-1314a9c72f28,Pyelonephritis,NEEDS_REVIEW_PGM,CLINICAL_JUDGMENT,n/a,98d08a4c-3fae-49ea-be79-8f75c00fd734,Sophy Jessica Welch,n/a,100000,100,0.001000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,1a9e7649-9295-4dd9-b88a-6c132a13cc43,Type 2 diabetes mellitus,DISEASE,050d29ad-e2b7-401b-9bb3-169b09800512,Essential hypertension,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,100000,55000,0.550000000000000,100000,20000,0.200000000000000,,
DISEASE_TO_DISEASE,DISEASE,abce2e01-0730-43e8-868c-4799a263a6f0,Acute ulcerative colitis,DISEASE,713f9a15-f6b1-4c6e-a95b-f52eed1965df,Acute pancreatitis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,1ae35f98-28f7-4d0f-9be2-e2e47cd82267,Arvinder Sood,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,3ef0bbd8-3ba4-4c4d-867f-1b9cb84c7487,Typhoid fever,DISEASE,008e744b-596c-44f8-9239-dd711f5212fc,Chronic Pancreatitis,COMPLETED,CLINICAL_JUDGMENT,n/a,e465d477-41c8-4085-88a6-bc132b66dee0,Huixin Sim,2020-01-07 09:50:39.182318+00:00,,,,100000,200,0.002000000000000,,
DISEASE_TO_DISEASE,DISEASE,050d29ad-e2b7-401b-9bb3-169b09800512,Essential hypertension,DISEASE,5de08d77-ee18-4655-9d90-d56a160601fa,Vascular insufficiency of intestine,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,655f5b4a-cbe3-4bfd-875d-6dfed19e8f21,Daniel Mullarkey,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,c68c33d7-168e-43ee-bb1e-49f6d574bd8e,Polycythaemia vera,DISEASE,bce14974-9582-4e9b-ad45-afa7c574387e,Pulmonary embolism,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,8b5394c0-073f-4e14-a135-3c75439011e9,Vitamin D deficiency,DISEASE,6bc116e5-920c-431a-83a7-765255c95a93,Hypocalcemia,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,caa3fbaa-c61d-4c8c-bc8f-277cb53d1861,CNS Toxoplasmosis,DISEASE,dc92b14b-08c0-4677-87ad-09e33cea06b9,Viral meningitis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,f06f211d-06cc-4d19-bbfe-3e07362b1aaa,Melati Pratiwi,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,f74308bb-0bc0-4368-b94c-d86fcddcaeff,Rheumatoid arthritis,DISEASE,8cdf26b0-2867-459b-822d-e90c2e588ebf,Carpal tunnel syndrome,COMPLETE_DEPRECATED_PGM_IMPORT,none,n/a,09068144-6ae8-4d7f-be38-a80ee77c28f2,,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,76143beb-9ee6-4e9a-b3fd-e794c846559b,Atrophic vaginitis,DISEASE,3b6811f0-4650-4edd-8781-31d321727a5c,Acute lower urinary tract infection,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,8cb0be3c-3fd0-44f8-9111-697536f2fc1b,Dr Misbah Ali,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,097d08ac-1fda-45d9-9a79-09f439f305de,Type 1 diabetes mellitus,DISEASE,6b49ad21-f77c-4d9f-8ce0-dca24803824e,Melioidosis,COMPLETED,SOURCE,n/a,cd71c41f-55a8-473a-b202-67058c936c16,Muzamil Moussa,2020-01-07 09:42:10.221009+00:00,100000,10000,0.100000000000000,100000,10000,0.100000000000000,,
DISEASE_TO_DISEASE,DISEASE,609ffae4-813e-4194-b200-a3bfbceb62aa,Chronic ulcerative colitis,DISEASE,e8dc4ecb-42d7-4760-8fbe-aec6d7c0c665,Celiac disease,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,2c2735a5-6d82-4fa3-bdaf-54aa9d125ea1,Leprosy,DISEASE,39909d10-36ea-40cf-8585-611276b58397,Orchitis and epididymitis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,f06f211d-06cc-4d19-bbfe-3e07362b1aaa,Melati Pratiwi,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,f74308bb-0bc0-4368-b94c-d86fcddcaeff,Rheumatoid arthritis,DISEASE,8cdf26b0-2867-459b-822d-e90c2e588ebf,Carpal tunnel syndrome,NEEDS_REVIEW_PGM,CLINICAL_JUDGMENT,n/a,af3123b0-0230-4cb9-8aae-aa5a6d5c8cbf,,n/a,100000,5000,0.050000000000000,,,,,
DISEASE_TO_DISEASE,DISEASE,ea69ed22-ccf2-4816-935a-c2e799210288,Hypothyroidism,DISEASE,e6ea54dd-68df-439e-b6f4-4d59245289dd,Chronic congestive heart failure,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,609ffae4-813e-4194-b200-a3bfbceb62aa,Chronic ulcerative colitis,DISEASE,b048ae4a-30db-408b-a4dc-adedc1f3020f,Iron deficiency anemia,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,108489c0-8dd0-4579-899c-faa378091909,Davinder Sangar,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,463a7823-1b69-466e-bd6d-3f7af6a712df,Hodgkin's lymphoma,DISEASE,206a0316-719a-4187-963c-82e27c629a26,Anemia of chronic disease,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,3d590154-ac88-45aa-b488-3f8a4df0814c,Ischemic stroke,DISEASE,cd7850d6-9405-470b-9072-972c34fc21d2,Dementia,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,6e928a6f-56dc-4a68-954b-b0620e991bcd,Michael Albert Taliercio,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,4dccaec7-7fb5-4187-aabe-295240bdc95a,Shigellosis,DISEASE,d2fec1c0-e93c-4bdc-9c26-6190a8cbde86,Perforation of intestine,COMPLETED,CLINICAL_JUDGMENT,n/a,d2976f2b-3242-4fd7-892b-be05e3380a9d,Prenav Nair,2020-01-07 09:41:33.735559+00:00,,,,100000,7800,0.078000000000000,,
DISEASE_TO_DISEASE,DISEASE,5db6ed7a-1e02-4ea3-a826-aa364fadde4c,Disorder of connective tissue,DISEASE,450535cc-04c5-4fed-8c4b-92189438e58a,Interstitial pulmonary fibrosis,COMPLETE_DEPRECATED_PGM_IMPORT,SOURCE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5511941/,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,abce2e01-0730-43e8-868c-4799a263a6f0,Acute ulcerative colitis,DISEASE,713f9a15-f6b1-4c6e-a95b-f52eed1965df,Acute pancreatitis,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5442086/,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
DISEASE_TO_DISEASE,DISEASE,f7ac940c-e88b-40e6-9d90-9bf6f7a61712,Pulmonary tuberculosis,DISEASE,1847ac04-bdda-469a-b155-78a0e4b08211,Scleritis,COMPLETED,CLINICAL_JUDGMENT,n/a,1c55853c-8f86-4e6d-8a98-59ca5e2f66c2,Dr Samira Hassan,2019-12-23 11:20:00.961723+00:00,100000,50,0.000500000000000,100000,2000,0.020000000000000,,
DISEASE_TO_DISEASE,DISEASE,097d08ac-1fda-45d9-9a79-09f439f305de,Type 1 diabetes mellitus,DISEASE,04da26bb-06ab-4d50-9950-09c2a0b6cff1,Chronic kidney disease,COMPLETED,CLINICAL_JUDGMENT,n/a,617ac55f-731e-4420-8beb-9bf30dc3cc52,Clara Joseph,2019-12-23 11:20:00.961723+00:00,,,,100000,25000,0.250000000000000,,
DISEASE_TO_DISEASE,DISEASE,9eaf6b3e-1745-4fa5-9bf1-fac39905c069,Gastroesophageal reflux disease,DISEASE,072b9f38-bb17-4007-8108-e8c0aa89458b,Malignant neoplasm of oropharynx,COMPLETE_DEPRECATED_PGM_IMPORT,CLINICAL_JUDGMENT,n/a,ffa09e79-e8f7-4e34-bf38-f177c444264f,Devora Lee Vinick,n/a,,,,,,,,
